date,close,volume,open,high,low,,delta
7/11/2018,1865.335481,17101.99958,277.15,278.04,276.52,,-0.001480375
7/10/2018,1868.10097,17530.65039,278.41,279.01,278.08,,-0.00158743
7/9/2018,1871.071164,17991.03046,276.55,277.96,276.5,,-0.001690006
7/6/2018,1874.238639,18481.98908,273.14,275.84,272.715,,-0.001787839
7/5/2018,1877.595478,19002.29911,272.17,273.18,270.96,,-0.001880681
7/3/2018,1881.133291,19550.66006,272.87,272.98,270.42,,-0.001968303
7/2/2018,1884.843234,20125.70129,269.51,272.04,269.24,,-0.002050494
6/29/2018,1888.716036,20725.98551,272.12,273.66,271.1495,,-0.002127062
6/28/2018,1892.742015,21350.01232,269.29,271.75,268.49,,-0.002197833
6/27/2018,1896.91111,21996.22198,272.26,273.865,269.18,,-0.002262655
6/26/2018,1901.212899,22662.99929,271.64,272.56,270.79,,-0.002321393
6/25/2018,1905.63663,23348.67767,273.44,273.6162,269.1,,-0.002373932
6/22/2018,1910.171247,24051.54328,275.66,275.785,274.49,,-0.002420177
6/21/2018,1914.805415,24769.83931,275.96,275.98,273.68,,-0.002460051
6/20/2018,1919.527551,25501.7704,276.27,276.72,275.59,,-0.002493497
6/19/2018,1924.325852,26245.50711,274,275.75,273.53,,-0.002520476
6/18/2018,1929.188326,26999.19047,275.49,276.7,274.95,,-0.002540967
6/15/2018,1934.102817,27760.93668,276.6,277.51,275.35,,-0.002554967
6/14/2018,1939.057044,28528.84177,279.01,279.33,278.0599,,-0.002562489
6/13/2018,1944.038622,29300.98637,279.19,279.48,277.8,,-0.002563565
6/12/2018,1949.0351,30075.44052,279.03,279.33,278.19,,-0.002558241
6/11/2018,1954.03399,30850.26849,278.44,279.37,278.31,,-0.002546579
6/8/2018,1959.022797,31623.53361,276.85,278.25,276.66,,-0.002528657
6/7/2018,1963.989052,32393.30313,277.95,278.28,276.34,,-0.002504565
6/6/2018,1968.920342,33157.65302,275.79,277.52,275.09,,-0.002474409
6/5/2018,1973.804341,33914.67281,275.05,275.53,274.18,,-0.002438305
6/4/2018,1978.628841,34662.47033,274.53,275.185,274.26,,-0.002396383
6/1/2018,1983.381784,35399.17649,272.41,273.94,272.33,,-0.002348785
5/31/2018,1988.05129,36122.94991,272.15,272.49,270.255,,-0.002295663
5/30/2018,1992.625687,36831.98152,270.5,273.11,270.42,,-0.002237179
5/29/2018,1997.093543,37524.49912,270.31,271.17,267.76,,-0.002173504
5/25/2018,2001.443689,38198.77177,272.15,272.86,271.58,,-0.00210482
5/24/2018,2005.665253,38853.11414,272.91,273.22,270.78,,-0.002031314
5/23/2018,2009.747682,39485.89072,271.17,273.39,270.99,,-0.001953185
5/22/2018,2013.680774,40095.5199,273.96,274.25,272.24,,-0.001870636
5/21/2018,2017.454696,40680.47792,273.01,273.98,271.3512,,-0.001783876
5/18/2018,2021.060017,41239.30269,271.62,272.03,270.93,,-0.001693124
5/17/2018,2024.487725,41770.59744,271.94,273.23,271.13,,-0.0015986
5/16/2018,2027.729253,42273.03421,271.14,272.76,271.11,,-0.001500532
5/15/2018,2030.776498,42745.35717,271.59,271.61,270.03,,-0.001399152
5/14/2018,2033.621844,43186.38575,273.34,274.08,272.36,,-0.001294696
5/11/2018,2036.258178,43595.01762,272.16,273.15,271.58,,-0.001187403
5/10/2018,2038.678912,43970.23141,270.34,272.39,270.22,,-0.001077518
5/9/2018,2040.877995,44311.08928,267.68,269.865,267.09,,-0.000965286
5/8/2018,2042.849931,44616.73927,266.5,267.325,265.15,,-0.000850957
5/7/2018,2044.58979,44886.41739,266.89,268.02,266.11,,-0.000734783
5/4/2018,2046.093223,45119.44962,261.52,266.7892,261.15,,-0.000617015
5/3/2018,2047.356474,45315.25347,262.26,263.36,259.05,,-0.000497912
5/2/2018,2048.376384,45473.33955,264.76,265.68,262.76,,-0.000377728
5/1/2018,2049.150405,45593.31272,263.87,265.1,262.11,,-0.000256722
4/30/2018,2049.676601,45674.87311,267.26,267.89,264.43,,-0.000135153
4/27/2018,2049.953657,45717.81687,267,267.34,265.5,,-1.32803E-05
4/26/2018,2049.980882,45722.03665,264.79,267.2452,264.29,,0.000108635
4/25/2018,2049.758206,45687.52192,262.91,264.13,260.85,,0.000230334
4/24/2018,2049.286187,45614.35893,267.73,267.9762,261.28,,0.000351555
4/23/2018,2048.566004,45502.73055,267.26,267.89,265.35,,0.000472039
4/20/2018,2047.599457,45352.91581,268.81,269.06,265.61,,0.000591527
4/19/2018,2046.388962,45165.28916,269.65,269.88,267.72,,0.000709761
4/18/2018,2044.937546,44940.31956,270.69,271.3,269.87,,0.000826483
4/17/2018,2043.248834,44678.56933,269.33,270.87,268.75,,0.000941439
4/16/2018,2041.32705,44380.6927,267,268.2,266.07,,0.001054374
4/13/2018,2039.176995,44047.43422,267.41,267.54,264.01,,0.001165036
4/12/2018,2036.804044,43679.62684,265.26,267,265.06,,0.001273178
4/11/2018,2034.214128,43278.18991,263.47,265.64,263.39,,0.001378551
4/10/2018,2031.413721,42844.1268,264.27,266.04,262.98,,0.001480913
4/9/2018,2028.409822,42378.52244,261.37,264.84,259.9356,,0.001580025
4/6/2018,2025.209939,41882.54061,263.42,265.11,258,,0.001675651
4/5/2018,2021.822071,41357.421,265.55,266.64,264.32,,0.00176756
4/4/2018,2018.254685,40804.47613,256.75,264.355,256.6,,0.001855526
4/3/2018,2014.516697,40225.08808,258.87,261.31,256.84,,0.001939327
4/2/2018,2010.617452,39620.70502,262.55,263.13,254.67,,0.002018751
3/29/2018,2006.566694,38992.83759,261.12,265.26,259.8389,,0.002093587
3/28/2018,2002.374549,38343.05514,260.75,262.64,258.58,,0.002163635
3/27/2018,1998.051495,37672.98177,266.17,266.77,258.84,,0.002228701
3/26/2018,1993.608338,36984.29232,262.13,265.43,259.41,,0.002288601
3/23/2018,1989.056182,36278.70817,264.17,265.02,257.83,,0.002343157
3/22/2018,1984.406406,35557.9929,267.91,268.87,263.36,,0.002392203
3/21/2018,1979.670632,34823.94792,270.9,273.27,270.19,,0.002435582
3/20/2018,1974.860697,34078.40797,270.94,271.67,270.18,,0.002473148
3/19/2018,1969.988623,33323.23651,273.35,274.3957,268.62,,0.002504768
3/16/2018,1965.066588,32560.32107,274.5,275.39,274.14,,0.002530318
3/15/2018,1960.106894,31791.56854,275.88,276.61,274.43,,0.00254969
3/14/2018,1955.121938,31018.9004,277.81,278.02,274.67,,0.00256279
3/13/2018,1950.12418,30244.24793,279.84,280.41,276.03,,0.002569534
3/12/2018,1945.126112,29469.54735,279.2,279.91,278.0801,,0.002569859
3/9/2018,1940.140226,28696.73501,275.7,278.87,275.34,,0.002563712
3/8/2018,1935.178984,27927.74253,273.55,274.24,272.42,,0.002551061
3/7/2018,1930.254787,27164.492,270.42,273.18,270.2,,0.002531887
3/6/2018,1925.379943,26408.89115,273.3,273.39,271.18,,0.002506191
3/5/2018,1920.566636,25662.82858,267.73,272.89,267.61,,0.002473991
3/2/2018,1915.826897,24928.16906,265.8,269.72,264.82,,0.002435324
3/1/2018,1911.172573,24206.74887,271.41,273.17,266,,0.002390244
2/28/2018,1906.615298,23500.37116,275.68,276.19,271.29,,0.002338826
2/27/2018,1902.166461,22810.80153,278.11,278.92,274.36,,0.002281164
2/26/2018,1897.837184,22139.76353,275.93,278.01,275.26,,0.00221737
2/23/2018,1893.638287,21488.93441,271.79,274.71,271.25,,0.002147579
2/22/2018,1889.580264,20859.94091,271.1,273.05,269.64,,0.002071942
2/21/2018,1885.673259,20254.35518,271.9,274.72,269.94,,0.001990631
2/20/2018,1881.927038,19673.69086,272.03,273.67,270.5,,0.001903837
2/16/2018,1878.350963,19119.39933,272.32,275.32,272.27,,0.001811772
2/15/2018,1874.953974,18592.86601,271.57,273.04,268.77,,0.001714664
2/14/2018,1871.744561,18095.40697,264.31,270,264.3,,0.001612761
2/13/2018,1868.730746,17628.26559,263.97,266.62,263.31,,0.001506326
2/12/2018,1865.920061,17192.60949,263.83,267.01,261.6644,,0.001395643
2/9/2018,1863.319533,16789.52758,260.8,263.61,252.92,,0.001281007
2/8/2018,1860.93566,16420.02736,268.01,268.17,257.59,,0.001162733
2/7/2018,1858.774402,16085.03237,268.5,272.36,267.58,,0.001041145
2/6/2018,1856.841161,15785.37994,259.94,269.7,258.7,,0.000916584
2/5/2018,1855.140768,15521.81904,273.45,275.85,263.31,,0.000789401
2/2/2018,1853.677474,15295.00844,280.08,280.23,275.41,,0.000659956
2/1/2018,1852.454936,15105.51504,281.07,283.06,280.68,,0.000528619
1/31/2018,1851.47621,14953.81248,282.73,283.3,280.68,,0.00039577
1/30/2018,1850.743741,14840.27993,282.6,284.736,281.22,,0.00026179
1/29/2018,1850.259362,14765.20117,285.93,286.43,284.5,,0.000127068
1/26/2018,1850.024283,14728.76386,284.25,286.6285,283.96,,-8.00404E-06
1/25/2018,1850.039091,14731.05907,284.16,284.27,282.405,,-0.000143035
1/24/2018,1850.303749,14772.08106,284.02,284.7,281.84,,-0.000277632
1/23/2018,1850.817595,14851.7273,282.74,283.62,282.37,,-0.000411406
1/22/2018,1851.579347,14969.79872,280.17,282.69,280.11,,-0.00054397
1/19/2018,1852.587098,15126.00019,279.8,280.41,279.14,,-0.000674942
1/18/2018,1853.838331,15319.9413,279.48,279.96,278.58,,-0.000803947
1/17/2018,1855.329918,15551.13729,278.03,280.05,276.97,,-0.000930619
1/16/2018,1857.058131,15819.0103,279.35,280.09,276.18,,-0.001054599
1/12/2018,1859.01865,16122.89079,276.42,278.11,276.0819,,-0.001175541
1/11/2018,1861.206575,16462.0192,274.75,276.12,274.56,,-0.001293111
1/10/2018,1863.616438,16835.54789,273.68,274.42,272.92,,-0.001406986
1/9/2018,1866.242214,17242.54324,274.4,275.25,274.081,,-0.001516859
1/8/2018,1869.077342,17681.98797,273.31,274.1,272.98,,-0.001622439
1/5/2018,1872.114734,18152.7837,272.51,273.56,271.95,,-0.001723449
1/4/2018,1875.346798,18653.75369,271.2,272.16,270.5447,,-0.00181963
1/3/2018,1878.765457,19183.64576,268.96,270.64,268.96,,-0.001910742
1/2/2018,1882.362164,19741.13547,267.84,268.81,267.4,,-0.00199656
12/29/2017,1886.127931,20324.82938,268.53,268.55,266.64,,-0.00207688
12/28/2017,1890.053346,20933.26856,267.89,267.92,267.45,,-0.002151517
12/27/2017,1894.128595,21564.93223,267.38,267.73,267.01,,-0.002220304
12/26/2017,1898.343494,22218.24156,267.05,267.4377,266.885,,-0.002283093
12/22/2017,1902.687507,22891.56362,267.6,267.635,266.9,,-0.002339758
12/21/2017,1907.149777,23583.21545,267.74,268.385,267.3,,-0.002390191
12/20/2017,1911.71915,24291.46828,268.27,268.33,266.69,,-0.002434301
12/19/2017,1916.384205,25014.55185,268.48,268.53,267.09,,-0.002472019
12/18/2017,1921.133283,25750.65882,268.1,268.6,267.98,,-0.002503293
12/15/2017,1925.954512,26497.94932,265.45,267.04,265.39,,-0.002528092
12/14/2017,1930.835842,27254.55551,267.09,267.22,265.6,,-0.002546399
12/13/2017,1935.765073,28018.58625,267.06,267.56,266.65,,-0.002558218
12/12/2017,1940.729883,28788.13189,266.57,267.32,266.345,,-0.002563568
12/11/2017,1945.717864,29561.26894,265.58,266.38,265.4793,,-0.002562486
12/8/2017,1950.716548,30336.06498,264.99,265.52,264.0315,,-0.002555023
12/7/2017,1955.713441,31110.58342,263.09,264.43,262.94,,-0.002541247
12/6/2017,1960.696054,31882.88835,262.87,263.73,262.71,,-0.002521239
12/5/2017,1965.651932,32651.04943,264.43,265.15,263.04,,-0.002495095
12/4/2017,1970.568688,33413.14665,266.31,266.8,264.08,,-0.002462925
12/1/2017,1975.434033,34167.27516,264.76,265.31,260.76,,-0.002424849
11/30/2017,1980.235807,34911.55004,263.76,266.05,263.67,,-0.002381003
11/29/2017,1984.962006,35644.11098,263.02,263.63,262.2,,-0.002331529
11/28/2017,1989.600819,36363.12697,260.76,262.9,260.655,,-0.002276585
11/27/2017,1994.140651,37066.80084,260.41,260.75,260,,-0.002216336
11/24/2017,1998.570153,37753.37377,260.32,260.48,260.16,,-0.002150956
11/22/2017,2002.878256,38421.12968,260,260.15,259.57,,-0.002080629
11/21/2017,2007.054191,39068.39954,259.18,260.2,258.2627,,-0.002005546
11/20/2017,2011.087519,39693.56551,258.14,258.525,257.86,,-0.001925907
11/17/2017,2014.968161,40295.06499,258.22,258.5882,257.77,,-0.001841918
11/16/2017,2018.686416,40871.39455,257.52,259.04,257.4748,,-0.001753791
11/15/2017,2022.232991,41421.11368,256.62,257.22,255.63,,-0.001661746
11/14/2017,2025.599022,41942.84835,257.41,257.85,256.52,,-0.001566004
11/13/2017,2028.776094,42435.2945,257.31,258.59,257.27,,-0.001466796
11/10/2017,2031.756266,42897.22127,257.73,258.2926,257.37,,-0.001364355
11/9/2017,2034.532091,43327.47409,257.73,258.39,256.36,,-0.001258918
11/8/2017,2037.096629,43724.97755,258.47,259.22,258.15,,-0.001150727
11/7/2017,2039.443472,44088.7381,258.97,259.35,258.09,,-0.001040025
11/6/2017,2041.566752,44417.84652,258.3,259,258.22,,-0.00092706
11/3/2017,2043.461163,44711.48021,257.77,258.5,257.3,,-0.000812082
11/2/2017,2045.121969,44968.90525,257.41,257.75,256.19,,-0.000695343
11/1/2017,2046.545021,45189.47821,258.04,258.43,257.07,,-0.000577098
10/31/2017,2047.72676,45372.64776,257.18,257.44,256.805,,-0.000457602
10/30/2017,2048.664233,45517.95608,257.07,257.6,256.41,,-0.000337113
10/27/2017,2049.355097,45625.03998,256.47,257.89,255.6254,,-0.000215889
10/26/2017,2049.797624,45693.63179,255.99,256.3,255.48,,-9.41886E-05
10/25/2017,2049.99071,45723.56009,256.18,256.31,254,,2.77272E-05
10/24/2017,2049.933871,45714.75005,256.6,256.83,256.15,,0.000149599
10/23/2017,2049.62725,45667.22371,257.48,257.51,256.02,,0.000271166
10/20/2017,2049.071612,45581.09985,256.7,257.14,255.7744,,0.000392168
10/19/2017,2048.268347,45456.59373,254.83,255.83,254.35,,0.000512346
10/18/2017,2047.219462,45294.01657,255.9,255.95,255.5,,0.000631441
10/17/2017,2045.927579,45093.77471,255.23,255.52,254.98,,0.000749195
10/16/2017,2044.395927,44856.36866,255.21,255.51,254.82,,0.000865352
10/13/2017,2042.628334,44582.3918,255.14,255.27,254.64,,0.000979656
10/12/2017,2040.629219,44272.52894,254.66,255.06,254.365,,0.001091855
10/11/2017,2038.403578,43927.55458,254.51,255.02,254.32,,0.001201697
10/10/2017,2035.956974,43548.33097,254.6,255.05,253.98,,0.001308935
10/9/2017,2033.295522,43135.80597,254.63,254.7,253.65,,0.001413323
10/6/2017,2030.425875,42691.01067,254.15,254.7008,253.85,,0.001514619
10/5/2017,2027.355205,42215.05685,253.54,254.68,253.196,,0.001612584
10/4/2017,2024.091188,41709.13412,252.69,253.44,252.56,,0.001706986
10/3/2017,2020.641981,41174.50704,252.46,252.89,252.23,,0.001797593
10/2/2017,2017.016206,40612.5119,251.49,252.32,251.2926,,0.001884183
9/29/2017,2013.222925,40024.55338,250.34,251.32,250.13,,0.001966536
9/28/2017,2009.27162,39412.10109,249.73,250.44,249.63,,0.00204444
9/27/2017,2005.172167,38776.68582,249.88,250.49,248.87,,0.002117688
9/26/2017,2000.934812,38119.8958,249.42,249.7,248.805,,0.002186082
9/25/2017,1996.570146,37443.37265,249.15,249.5532,248.08,,0.002249431
9/22/2017,1992.08908,36748.80732,249.05,249.63,249.02,,0.002307553
9/21/2017,1987.502812,36037.93588,249.88,249.98,249.185,,0.002360274
9/20/2017,1982.822807,35312.53512,250.07,250.19,248.92,,0.002407431
9/19/2017,1978.060762,34574.41817,250,250.07,249.6,,0.002448871
9/18/2017,1973.22858,33825.42995,249.61,250.12,249.28,,0.002484452
9/15/2017,1968.338339,33067.44252,248.69,249.29,248.57,,0.002514043
9/14/2017,1963.402261,32302.35047,249.8,250.32,249.6,,0.002537527
9/13/2017,1958.432685,31532.06612,249.72,250.21,249.59,,0.0025548
9/12/2017,1953.442031,30758.51479,249.63,250.09,249.42,,0.002565771
9/11/2017,1948.442774,29983.62995,248.04,249.3,248.02,,0.002570363
9/8/2017,1943.447409,29209.34841,246.54,247.11,246.3,,0.002568516
9/7/2017,1938.468422,28437.60547,247.25,247.27,246.4,,0.002560185
9/6/2017,1933.518259,27670.33009,246.84,247.28,246.23,,0.002545341
9/5/2017,1928.609291,26909.44005,247.26,247.52,244.95,,0.002523973
9/1/2017,1923.753788,26156.83718,247.92,248.33,247.67,,0.002496087
8/31/2017,1918.963888,25414.4026,246.72,247.77,246.0473,,0.002461707
8/30/2017,1914.251561,24683.99201,244.83,246.32,244.62,,0.002420876
8/29/2017,1909.628587,23967.43105,243.06,245.15,242.93,,0.002373655
8/28/2017,1905.106521,23266.51076,245.17,245.2,244.09,,0.002320126
8/25/2017,1900.696665,22582.98307,244.9,245.61,244.39,,0.002260388
8/24/2017,1896.410042,21918.55643,245,245.18,243.75,,0.002194562
8/23/2017,1892.257365,21274.89159,244.33,245.05,244.16,,0.002122787
8/22/2017,1888.249015,20653.59735,243.57,245.62,243.55,,0.002045221
8/21/2017,1884.395011,20056.22663,242.64,243.2,241.83,,0.001962044
8/18/2017,1880.704984,19484.27255,242.9,244.189,242.2,,0.001873454
8/17/2017,1877.188159,18939.1647,246.24,246.6,243.09,,0.001779666
8/16/2017,1873.853326,18422.26555,247.11,247.57,246.45,,0.001680917
8/15/2017,1870.70882,17934.8671,246.98,247,246.16,,0.001577459
8/14/2017,1867.7625,17478.18758,245.59,246.79,245.55,,0.001469564
8/11/2017,1865.021732,17053.36845,244.02,244.8,243.75,,0.001357517
8/10/2017,1862.493365,16661.47154,246.29,246.44,243.7,,0.001241623
8/9/2017,1860.183719,16303.47638,246.47,247.31,246.06,,0.001122197
8/8/2017,1858.098566,15980.27779,247.51,248.91,246.83,,0.000999571
8/7/2017,1856.24312,15692.68358,247.49,247.87,247.37,,0.000874088
8/4/2017,1854.622017,15441.4126,247.52,247.79,246.97,,0.000746103
8/3/2017,1853.239309,15227.09288,247.31,247.34,246.64,,0.00061598
8/2/2017,1852.098452,15050.26013,247.47,247.6,246.37,,0.000484093
8/1/2017,1851.202299,14911.35631,247.46,247.5,246.716,,0.00035082
7/31/2017,1850.553088,14810.72864,247.37,247.48,246.53,,0.000216547
7/28/2017,1850.152443,14748.62861,246.65,247.06,246.13,,8.1664E-05
7/27/2017,1850.001364,14725.21145,247.96,248,245.68,,-5.34382E-05
7/26/2017,1850.10023,14740.53569,247.75,247.79,247.13,,-0.000188367
7/25/2017,1850.448794,14794.56303,247.68,247.8,247.16,,-0.000322731
7/24/2017,1851.046183,14887.15843,246.79,246.98,246.28,,-0.000456141
7/21/2017,1851.890906,15018.09044,246.44,246.91,246.18,,-0.000588211
7/20/2017,1852.98085,15187.0318,247.28,247.42,246.47,,-0.000718563
7/19/2017,1854.313292,15393.56026,246.02,247,246.01,,-0.000846824
7/18/2017,1855.884901,15637.15958,245.06,245.72,244.67,,-0.00097263
7/17/2017,1857.691748,15917.22092,245.47,245.91,245.33,,-0.001095627
7/14/2017,1859.729318,16233.04425,244.43,245.97,244.31,,-0.001215472
7/13/2017,1861.992517,16583.84018,244.02,244.55,243.76,,-0.001331834
7/12/2017,1864.47569,16968.73191,243.3,244.2,243.3,,-0.001444397
7/11/2017,1867.172628,17386.7574,242.16,242.55,240.85,,-0.001552858
7/10/2017,1870.076592,17836.87181,241.95,242.8,241.76,,-0.001656931
7/7/2017,1873.180323,18317.9501,241.21,242.28,240.5645,,-0.001756345
7/6/2017,1876.476063,18828.7898,241.89,242.03,240.34,,-0.001850848
7/5/2017,1879.955575,19368.1141,242.63,243.01,241.7,,-0.001940203
7/3/2017,1883.610161,19934.57496,242.88,243.38,242.21,,-0.002024194
6/30/2017,1887.430687,20526.75652,242.28,242.71,241.575,,-0.002102623
6/29/2017,1891.407604,21143.17864,243.66,243.72,239.955,,-0.00217531
6/28/2017,1895.530971,21782.30058,242.5,243.715,242.23,,-0.002242095
6/27/2017,1899.790483,22442.52488,243.04,243.38,241.31,,-0.002302839
6/26/2017,1904.175492,23122.2013,243.9,244.38,243.045,,-0.002357419
6/23/2017,1908.675039,23819.63103,242.91,243.51,242.47,,-0.002405734
6/22/2017,1913.277876,24533.07084,242.96,243.53,242.64,,-0.002447701
6/21/2017,1917.9725,25260.73752,243.42,243.59,242.41,,-0.002483257
6/20/2017,1922.747176,26000.81226,244.25,244.26,242.99,,-0.002512357
6/19/2017,1927.589969,26751.44527,243.59,244.73,243.48,,-0.002534973
6/16/2017,1932.488777,27510.76036,242.77,242.83,241.6337,,-0.002551097
6/15/2017,1937.431353,28276.85964,242.68,243.91,242.36,,-0.002560738
6/14/2017,1942.405344,29047.82825,244.86,244.87,243.29,,-0.00256392
6/13/2017,1947.398317,29821.73918,243.98,244.61,243.5799,,-0.002560685
6/12/2017,1952.397794,30596.65805,243.13,243.42,242.38,,-0.002551091
6/9/2017,1957.391277,31370.64797,244.09,245.01,241.95,,-0.002535209
6/8/2017,1962.366286,32141.77436,243.77,244.33,243.17,,-0.002513126
6/7/2017,1967.310386,32908.10982,243.6,243.92,242.83,,-0.002484943
